Threshold,Precision,Recall,F1
0.3,0.9299363057324841,0.9573770491803278,0.9434571890145396
0.4,0.9377049180327869,0.9377049180327869,0.9377049180327869
0.5,0.939799331103679,0.921311475409836,0.9304635761589404
0.6,0.9517241379310345,0.9049180327868852,0.9277310924369748
0.7,0.9608540925266904,0.8852459016393442,0.9215017064846417
